0.591037631,-0.12585789,0.381037354,1.10923576,-0.20402205,0.284104794,1.24976873,-0.133230165,-1.12539613,0.676043153,1.43487763,1.28878355,0.714987755,-2.3441577,-0.635832727,-0.584600508,0.044868391,1.68826485,-1.08054161,2.24220204,-0.382327974,-0.766901314,0.845204711,0.924304247,0.649946928,-0.769455492,0.502028108,-1.03355777,-0.79724586,-0.094870165,-0.819963574,1.0527482
-0.578167558,-0.220456213,-0.8801983,1.03760982,-0.666126966,1.14201105,1.06854355,-0.445940942,0.0296678077,-0.473708987,0.545722008,-0.194471315,-0.417480677,0.0461791642,-1.58221579,-0.0758482441,0.64961195,0.138054386,0.95165658,-0.377298087,-0.459290713,-1.11731899,-0.40574491,1.96589267,0.275543362,-0.585536242,-1.0061419,-1.59853077,-0.830393553,0.75919348,-0.427031785,-0.958171725
-0.848183811,0.64948082,-0.0812630728,-0.627204418,-0.308388382,2.20588303,1.21962309,1.46862531,-1.75210392,-0.151102275,-0.6447891,0.54384017,1.05980682,0.326426208,-0.872470021,-0.661013365,0.620570838,0.720073164,0.140952379,0.129790917,0.0501225367,0.269096553,0.715960979,0.630165696,0.0235854331,-0.0490494184,-0.0872983113,-0.780330658,-0.793028176,0.54395628,-0.712868869,0.813933849
-0.0513427109,0.819595277,0.636958778,0.8429299,-0.476365745,0.408899456,0.737887979,-1.55132675,1.70169342,2.26595306,0.947288275,0.805880785,0.588758588,-0.32343334,-0.110170208,0.964404881,-0.973217189,-1.06071687,-0.397329181,0.656253159,-0.86593616,-0.225416064,-0.106675602,-1.01186919,-2.43976784,-1.0265125,0.26088652,0.48614347,0.49436298,0.609572411,-0.626394928,-0.840609133
0.375057995,-0.211750075,0.907078624,0.381373554,1.28382051,-0.465536296,1.06753421,2.03467584,0.0537425615,0.499306679,-0.930528283,0.894056499,1.12905812,-0.494453192,0.586159587,0.280472726,0.390785277,0.812019765,0.5188995,-0.138987824,0.833296359,1.1118561,-0.55419445,-0.00179912709,-1.76869285,0.583598077,1.22311759,-0.257295221,0.133436158,-0.22019574,-0.383896232,0.232171282
-0.784242511,-0.235276937,-0.90455091,0.589076579,0.239238113,-0.431237906,0.0370787457,-0.220725253,1.14389515,-0.441012323,0.635044992,-0.705207288,0.814238429,1.03730559,1.08450627,1.47101688,0.292445004,1.23794675,1.62417996,-1.12205231,-0.603238165,-1.49570072,1.06114411,-1.50853229,-1.77984238,-1.09739268,-1.73831201,0.272158027,-1.08454263,-1.69028294,-0.0418733209,0.0171120279
-1.86978304,-0.713701189,-0.0746387541,-0.356823266,-0.329483241,1.17928696,2.14654469,-0.313298494,-1.32188153,-0.234583095,0.194293097,-0.0532785431,0.61069113,2.21190929,-1.71312082,-0.507079661,1.54114318,-0.522045553,0.789493501,0.630900681,1.23687983,1.91333973,0.333072722,-1.74582982,-0.700407147,2.1860528,-1.4141978,0.496806562,-2.5145092,-1.35122716,0.886937261,0.0359609202
-0.376441836,-0.814356029,-1.99654257,0.693405867,-0.283147365,-1.52186513,0.0301891398,0.581248045,-0.200673684,0.11599268,0.0381268151,-0.706794798,0.0542596132,0.735216916,1.03464365,0.790729344,-0.675098002,0.636212528,0.46546644,-0.70970881,-0.464312732,0.679693103,1.37690818,-1.81167185,1.64006126,1.16415966,0.199118495,-0.240716621,0.39043346,-0.640565336,-0.177695021,-1.47502697
-1.74152291,2.33230662,0.0630752221,0.203689024,-0.0307327937,-0.827774048,-0.307062119,0.0911886916,-0.196638271,-0.752202749,0.47948879,0.188364685,0.392907768,0.705044806,-0.170523912,-0.168887943,1.48245251,-0.944015205,-1.87363172,0.555538714,-0.629350066,-1.07735097,0.885237992,-0.144768387,-1.26356411,1.93494606,-1.6106863,-0.0866783932,-1.88927674,0.270658225,-0.641108692,0.819274843
-0.0173863862,1.35060775,-0.429713905,-1.6045444,0.23751606,-0.252557486,-1.81925988,-1.05538023,-0.73713243,1.55538344,0.7074458,-0.347735167,0.47086972,-2.03945994,-0.56490612,0.400995374,0.165376306,-0.539356172,-0.0383081324,0.33810851,-0.00935665984,0.861003935,0.318702102,0.511240482,1.71355474,0.827506304,1.74095845,-0.671914339,-1.5924139,-0.140280798,-0.225596368,1.45941412
-1.13004446,-0.0788789615,0.405179352,0.100102507,-0.171529651,0.35856846,1.07909763,1.5357455,0.0328072086,-0.815845728,1.5345341,-1.0776335,1.79057884,1.3441354,1.48939884,0.68539083,-2.11248994,-1.03912079,0.306888223,-0.67564702,-0.315279871,0.612808168,-0.169974282,-1.21902061,0.885658741,0.514902771,-0.248995945,0.71126616,0.0950470641,1.33136117,0.151207879,1.32392764
-1.87365282,0.459219009,-0.397861809,-0.859050989,1.15850055,0.889087439,-2.00647664,0.715495646,0.59414804,-0.723071516,-0.835303962,-1.59057522,-0.337531894,-0.177487537,0.796996772,0.269380361,-1.05990815,0.238874331,-0.254045427,-0.934826195,-1.58950722,0.624803364,0.446397156,0.556769013,-0.728244424,0.171079859,-1.37536418,-0.986582816,0.0337321982,0.262353033,-1.62881792,-1.05754471
-0.365392834,0.958518744,-0.813102782,0.14057529,0.245392635,-0.249691829,0.268020034,-1.34491682,-0.65578717,1.43435991,1.50476491,0.842920721,1.10039222,-1.82591081,-0.948695898,-0.311101556,2.41564202,-0.313083977,0.74490428,0.378372014,0.356123447,-0.0235306229,-1.20003283,-2.70116401,1.28184247,-0.616497815,-1.86711323,0.437961012,0.418789417,0.767892301,1.11571574,-0.91898638
-0.874981701,-0.318703264,0.821640193,-2.10263896,0.128206342,0.932121813,0.890856445,0.708561599,1.06300056,-2.74718261,1.61346865,0.330404967,1.33465123,-1.17463446,-1.75382686,1.78637767,-0.926521838,-0.310848892,0.527454615,0.772886634,1.07841635,0.223386168,-1.05430925,0.706632614,0.722556055,-1.81503487,1.41868484,-2.48707557,1.0344156,-0.634109974,0.705509484,0.510194182
-0.0371225476,0.45108664,-0.0864486545,0.713950813,2.18527174,-1.34123898,-3.18814635,-0.415674269,-0.484025896,-0.377568185,-0.926438928,0.872434199,-1.38132942,0.450775117,0.638465643,0.316465914,0.487143278,0.949267268,0.0535652824,-0.346496612,0.486370444,0.600366235,0.889681041,-1.71239281,-0.183531523,-1.06536829,0.560964823,0.726709187,-0.274412692,-0.729267955,0.596963525,-0.133242324
